Achievement:description:Win_99	胜利！99次	Victory! 99 times	Sieg! 99 Mal	勝利！99次	勝利! 99回	¡Victoria! 99 veces	Победа! 99 раз	승리! 99번
Achievement:name:Tomato	番茄	Tomato	Tomate	番茄	トマト	Tomate	Помидор	토마토
Achievement:description:Tomato	通过番茄赚取超过50000金币	Earn over 50000 coins using tomatoes	Verdienen Sie über 50000 Münzen mit Tomaten	通過番茄賺取超過50000金幣	トマトを使って50000コイン以上を獲得	Gana más de 50000 monedas usando tomates	Заработайте более 50000 монет, используя помидоры	토마토로 50000 골드 이상 획득
Achievement:name:Milk	牛奶	Milk	Milch	牛奶	牛乳	Leche	Молоко	우유
Achievement:description:Milk	通过牛奶赚取超过50000金币	Earn over 50000 coins using milk	Verdienen Sie über 50000 Münzen mit Milch	通過牛奶賺取超過50000金幣	牛乳を使って50000コイン以上を獲得	Gana más de 50000 monedas usando leche	Заработайте более 50000 монет, используя молоко	우유로 50000 골드 이상 획득
Achievement:name:Egg	鸡蛋	Egg	Ei	雞蛋	卵	Huevo	Яйцо	계란
Achievement:description:Egg	通过鸡蛋赚取超过50000金币	Earn over 50000 coins using eggs	Verdienen Sie über 50000 Münzen mit Eiern	通過雞蛋賺取超過50000金幣	卵を使って50000コイン以上を獲得	Gana más de 50000 monedas usando huevos	Заработайте более 50000 монет, используя яйца	계란으로 50000 골드 이상 획득
Achievement:name:Orange	橘子	Orange	Orange	橙子	オレンジ	Naranja	Апельсин	오렌지
Achievement:description:Orange	通过橘子赚取超过50000金币	Earn over 50000 coins using oranges	Verdienen Sie über 50000 Münzen mit Orangen	通過橘子賺取超過50000金幣	オレンジを使って50000コイン以上を獲得	Gana más de 50000 monedas usando naranjas	Заработайте более 50000 монет, используя апельсины	오렌지로 50000 골드 이상 획득
Achievement:name:Fish	鱼	Fish	Fisch	魚	魚	Pez	Рыба	물고기
Achievement:description:Fish	通过鱼赚取超过50000金币	Earn over 50000 coins using fish	Verdienen Sie über 50000 Münzen mit Fisch	通過魚賺取超過50000金幣	魚を使って50000コイン以上を獲得	Gana más de 50000 monedas usando Pescado	Заработайте более 50000 монет, используя Рыба	물고기로 50000 골드 이상 획득
Achievement:name:Rock	矿石	Ore	Erz	礦石	鉱石	Mineral	Руда	광물
Achievement:description:Rock	通过矿石赚取超过50000金币	Earn over 50000 coins using ore	Verdienen Sie über 50000 Münzen mit Erz	通過礦石賺取超過50000金幣	鉱石を使って50000コイン以上を獲得	Gana más de 50000 monedas usando mineral	Заработайте более 50000 монет, используя руду	광물로 50000 골드 이상 획득
Achievement:name:Weapon	刀	Knife	Messer	刀	ナイフ	Cuchillo	Нож	칼
Achievement:description:Weapon	通过刀赚取超过75000金币	Earn over 75000 coins using a knife	Verdienen Sie über 75000 Münzen mit einem Messer	通過刀賺取超過75000金幣	ナイフを使って75000コイン以上を獲得	Gana más de 75000 monedas usando un cuchillo	Заработайте более 75000 монет, используя нож	칼로 75000 골드 이상 획득
Achievement:name:Cookedfood	菜肴	Dish	Gericht	菜餚	料理	Plato	Блюдо	요리
Achievement:description:Cookedfood	通过菜肴赚取超过75000金币	Earn over 75000 coins using dishes	Verdienen Sie über 75000 Münzen mit Gerichten	通過菜餚賺取超過75000金幣	料理を使って75000コイン以上を獲得	Gana más de 75000 monedas usando platos	Заработайте более 75000 монет, используя посуду	요리로 75000 골드 이상 획득
Achievement:name:Cake	蛋糕	Cake	Kuchen	蛋糕	ケーキ	Pastel	Пирог	케이크
Achievement:description:Cake	通过蛋糕赚取超过75000金币	Earn over 75000 coins using cake	Verdienen Sie über 75000 Münzen mit Kuchen	通過蛋糕賺取超過75000金幣	ケーキを使って75000コイン以上を獲得	Gana más de 75000 monedas usando pastel	Заработайте более 75000 монет, используя торт	케이크로 75000 골드 이상 획득
Achievement:name:Book	书籍	Books	Bücher	書籍	本	Libros	Книги	책
Achievement:description:Book	通过书籍赚取超过75000金币	Earn over 75000 coins using books	Verdienen Sie über 75000 Münzen mit Büchern	通過書籍賺取超過75000金幣	本を使って75000コイン以上を獲得	Gana más de 75000 monedas usando libros	Заработайте более 75000 монет, используя книги	책으로 75000 골드 이상 획득
Achievement:name:Wine	酒	Wine	Wein	酒	酒	Vino	Вино	주류
Achievement:description:Wine	通过酒赚取超过75000金币	Earn over 75000 coins using wine	Verdienen Sie über 75000 Münzen mit Wein	通過酒賺取超過75000金幣	酒を使って75000コイン以上を獲得	Gana más de 75000 monedas usando vino	Заработайте более 75000 монет, используя вино	주류로 75000 골드 이상 획득
Achievement:name:Poison	药水	Potion	Trank	藥水	薬水	Poción	Зелье	약수
Achievement:description:Poison	通过药水赚取超过75000金币	Earn over 75000 coins using poisons	Verdienen Sie über 75000 Münzen mit Tränken	通過藥水賺取超過75000金幣	薬水を使って75000コイン以上を獲得	Gana más de 75000 monedas usando pociones	Заработайте более 75000 монет, используя зелья	약수로 75000 골드 이상 획득
Achievement:name:Gem	宝石	Gem	Edelstein	寶石	宝石	Gema	Драгоценный камень	보석
Achievement:description:Gem	通过宝石赚取超过100000金币	Earn over 100000 coins using gems	Verdienen Sie über 100000 Münzen mit Edelsteinen	通過寶石賺取超過100000金幣	宝石を使って100000コイン以上を獲得	Gana más de 100000 monedas usando gemas	Заработайте более 100000 монет, используя драгоценности	보석으로 100000 골드 이상 획득
Achievement:name:Diamond	钻石	Diamond	Diamant	鑽石	ダイヤモンド	Diamante	Бриллиант	다이아몬드
Achievement:description:Diamond	通过钻石赚取超过100000金币	Earn over 100000 coins using diamonds	Verdienen Sie über 100000 Münzen mit Diamanten	通過鑽石賺取超過100000金幣	ダイヤモンドを使って100000コイン以上を獲得	Gana más de 100000 monedas usando diamantes	Заработайте более 100000 монет, используя алмазы	다이아몬드로 100000 골드 이상 획득
Achievement:name:Chest	宝箱	Treasure Chest	Schatztruhe	寶箱	宝箱	Cofre del tesoro	Сундук	보물상자
Achievement:description:Chest	通过宝箱赚取超过100000金币	Earn over 100000 coins using treasure chests	Verdienen Sie über 100000 Münzen mit Schatztruhen	通過寶箱賺取超過100000金幣	宝箱を使って100000コイン以上を獲得	Gana más de 100000 monedas usando cofres del tesoro	Заработайте более 100000 монет, используя сокровищницы	보물상자로 100000 골드 이상 획득
Achievement:name:Ring	戒指	Ring	Ring	戒指	リング	Anillo	Кольцо	반지
Achievement:description:Ring	通过戒指赚取超过100000金币	Earn over 100000 coins using rings	Verdienen Sie über 100000 Münzen mit Ringen	通過戒指賺取超過100000金幣	リングを使って100000コイン以上を獲得	Gana más de 100000 monedas usando anillos	Заработайте более 100000 монет, используя кольца	반지로 100000 골드 이상 획득
Achievement:name:Battery	电池	Battery	Batterie	電池	電池	Batería	Батарейка	배터리
Achievement:description:Battery	通过电池赚取超过100000金币	Earn over 100000 coins using batteries	Verdienen Sie über 100000 Münzen mit Batterien	通過電池賺取超過100000金幣	電池を使って100000コイン以上を獲得	Gana más de 100000 monedas usando baterías	Заработайте более 100000 монет, используя батарейки	배터리로 100000 골드 이상 획득
Achievement:name:Gun	枪	Gun	Waffe	槍	銃	Arma	Пистолет	총
Achievement:description:Gun	通过枪赚取超过100000金币	Earn over 100000 coins using guns	Verdienen Sie über 100000 Münzen mit Waffen	通過槍賺取超過100000金幣	銃を使って100000コイン以上を獲得	Gana más de 100000 monedas usando armas	Заработайте более 100000 монет, используя оружие	총으로 100000 골드 이상 획득
Achievement:name:AnimalRooster	养鸡场	Chicken	Huhn	雞	鶏	Pollo	Курица	닭
Achievement:description:AnimalRooster	超过18只鸡上场	Have more than 18 chickens in play	Haben Sie mehr als 18 Hühner im Spiel	超過18隻雞上場	18匹以上の鶏を出場	Tener más de 18 pollos en juego	Имейте более 18 кур в игре	18마리 이상의 닭 출전
Achievement:name:RemoveMaster	消除大师	Master of Elimination	Meister der Eliminierung	消除大師	マスターオブエリミネーション	Maestro de la eliminación	Мастер устранения	제거의 달인
Achievement:description:RemoveMaster	一次游戏中移除人物超过30次	Remove characters more than 30 times in one game	Entfernen Sie Charaktere mehr als 30 Mal in einem Spiel	一次遊戲中移除角色超過30次	1ゲーム中にキャラクターを30回以上削除	Elimina personajes más de 30 veces en un juego	Удалите персонажей более 30 раз в одной игре	한 게임에서 30번 이상 인물 제거
Achievement:name:SummonMaster	召唤大师	Master of Summoning	Meister der Beschwörung	召喚大師	マスターオブサモン	Maestro de la invocación	Мастер призыва	소환의 달인
Achievement:description:SummonMaster	一次游戏中召唤人物超过40次	Summon characters more than 40 times in one game	Beschwören Sie Charaktere mehr als 40 Mal in einem Spiel	一次遊戲中召喚角色超過40次	1ゲーム中にキャラクターを40回以上召喚	Invoca personajes más de 40 veces en un juego	Призывайте персонажей более 40 раз в одной игре	한 게임에서 40번 이상 인물 소환
Achievement:name:ItemMatster	使用道具超过40次	Use items more than 40 times	Verwenden Sie Gegenstände mehr als 40 Mal	使用道具超過40次	アイテムを40回以上使用	Usar objetos más de 40 veces	Используйте предметы более 40 раз	아이템 사용 40회 이상
Achievement:description:ItemMatster	一次游戏中使用道具超过40次	Use items more than 40 times in one game	Verwenden Sie Gegenstände mehr als 40 Mal in einem Spiel	一次遊戲中使用道具超過40次	1ゲーム中にアイテムを40回以上使用	Usa objetos más de 40 veces en un juego	Используйте предметы более 40 раз в одной игре	한 게임에서 40번 이상 아이템 사용
Achievement:name:SinCity	罪恶都市	Sin City	Sündenstadt	罪惡都市	罪都市	Ciudad del pecado	Грешный город	죄악의 도시
Achievement:description:SinCity	上场人物中黑帮份子，罪犯超过10个	Have more than 10 gang members or criminals among the characters	Haben Sie mehr als 10 Gangmitglieder oder Kriminelle unter den Charakteren	上場角色中黑幫份子，罪犯超過10個	出場キャラクターにギャングメンバーや犯罪者が10人以上	Tener más de 10 miembros de pandilla o criminales entre los personajes	Имейте более 10 бандитов или преступников среди персонажей	출전 인물 중 갱단원, 범죄자가 10명 이상
Achievement:name:MagicSchool	魔法学院	Magic School	Zauberschule	魔法學校	魔法学校	Escuela de Magia	Школа магии	마법 학교
Achievement:description:MagicSchool	巫师校长、巫师男学生、巫师女学生、巫师管理员、巫师老师同时上场	Have the headmaster, male students, female students, administrators, and teachers in play at the same time	Haben Sie den Schulleiter, männliche Studenten, weibliche Studenten, Administratoren und Lehrer gleichzeitig im Spiel	巫師校長、巫師男學生、巫師女學生、巫師管理員、巫師老師同時上場	校長、男子生徒、女子生徒、管理者、教師を同時に出場	Tener al director, estudiantes masculinos, estudiantes femeninas, administradores y profesores en juego al mismo tiempo	Имейте директора, мужских и женских студентов, администраторов и учителей одновременно в игре	마법사 학장, 마법사 남학생, 마법사 여학생, 마법사 관리자, 마법사 선생님 동시 출전
Achievement:name:DND	龙与地下城	Dragon & Dungeon	Drache & Dungeon	龍與地下城	ドラゴン＆ダンジョン	Dragón y mazmorra	Дракон и подземелье	용과 지하 도시
Achievement:description:DND	龙、野蛮人、法师、牧师、盗贼、德鲁伊同时上场	Have dragons, barbarians, mages, priests, thieves, and druids in play at the same time	Haben Sie Drachen, Barbaren, Magier, Priester, Diebe und Druiden gleichzeitig im Spiel	龍、野蠻人、法師、牧師、盜賊、德魯伊同時上場	ドラゴン、蛮族、魔法使い、司祭、泥棒、ドルイドを同時に出場	Tener dragones, bárbaros, magos, sacerdotes, ladrones y druidas en juego al mismo tiempo	Имейте драконов, варваров, волшебников, священников, воров и друидов одновременно в игре	용, 야만인, 마법사, 목사, 도둑, 드루이드 동시 출전
Achievement:name:Band	乐队	Band	Band	樂隊	バンド	Banda	Группа	밴드
Achievement:description:Band	乐队1 、乐队2、乐队3、乐队4、乐迷、舞者、DJ同时上场	Have bassists, drummers, guitarists, rock stars, fans, dancers, and DJs in play at the same time	Haben Sie Bassisten, Schlagzeuger, Gitarristen, Rockstars, Fans, Tänzer und DJs gleichzeitig im Spiel	貝斯手、鼓手、吉他手、搖滾明星、樂迷、舞者、DJ同時上場	ベーシスト、ドラマー、ギタリスト、ロックスター、ファン、ダンサー、DJを同時に出場	Tener bajistas, bateristas, guitarristas, estrellas de rock, fanáticos, bailarines y DJ en juego al mismo tiempo	Имейте басистов, барабанщиков, гитаристов, рок-звезд, поклонников, танцоров и ди-джеев одновременно в игре	베이스 플레이어, 드러머, 기타 연주자, 록 스타, 음악 팬, 무용수, DJ 동시 출전
Achievement:name:JapanCatCoin	招财猫	Lucky Cat	Glückskatze	招財貓	招財猫	Gato de la Suerte	Счастливый Кот	재물을 부르는 고양이
Achievement:description:JapanCatCoin	通过招财猫获取10000	Get 10000 coins using a lucky cat	Erhalten Sie 10000 Münzen mit einer Glückskatze	通過招財貓獲取10000	招き猫を使って10000コインを獲得	Obtén 10000 monedas usando un gato de la suerte	Получите 10000 монет, используя кошку счастья	부자 고양이로부터 10000 획득
Achievement:name:XiYou	西游记	Journey to the West	Reise nach Westen	西遊記	西遊記	Viaje al oeste	Путешествие на запад	서유기
Achievement:description:XiYou	唐僧、孙悟空、猪八戒、沙僧、嫦娥、牛魔王、白龙马同时上场	Have Tang Seng, Sun Wukong, Zhu Bajie, Sha Wujing, Chang'e, Bull Demon King, and White Horse at the same time	Haben Sie Tang Seng, Sun Wukong, Zhu Bajie, Sha Wujing, Chang'e, Bull Demon King und White Horse gleichzeitig im Spiel	唐僧、孫悟空、豬八戒、沙僧、嫦娥、牛魔王、白龍馬同時上場	唐僧、孫悟空、猪八戒、沙悟浄、嫦娥、牛魔王、白馬を同時に出場	Tener a Tang Seng, Sun Wukong, Zhu Bajie, Sha Wujing, Chang'e, Bull Demon King y White Horse al mismo tiempo	Имейте Тан-сен, Сунь Вукун, Чжу Бадзи, Ша Вуджин, Чан И, Бычий Демон, и Белую Лошадь одновременно в игре	장선, 손오공, 주비, 사조, 창아, 우꾸락, 하얀 말 동시 출전
Achievement:name:SifiHalo	士官长	Sergeant	Sergeant	士官長	軍曹	Sargento	Сержант	하사관
Achievement:description:SifiHalo	士官长移除2000名人物	The sergeant removes 2000 characters	Der Sergeant entfernt 2000 Charaktere	士官長移除2000名角色	軍曹が2000人以上のキャラクターを削除	El sargento elimina 2000 personajes	Сержант удаляет 2000 персонажей	사령관이 2000명의 인물 제거
Achievement:name:PowerOf2	2的N次方	2 to the power of N	2 hoch N	2的N次方	2のN乗	2 elevado a la potencia N	2 в степени N	2의 N제곱
Achievement:description:PowerOf2	太阳花单回合获得超过1024个金币	Get over 1024 coins in a single round with sunflowers	Erhalten Sie in einer einzigen Runde mit Sonnenblumen über 1024 Münzen	太陽花單回合獲得超過1024個金幣	ひまわりで1ラウンドで1024コイン以上を獲得	Obtén más de 1024 monedas en una sola ronda con girasoles	Получите более 1024 монет в один раунд с подсолнухами	태양꽃으로 한 턴에 1024개 이상의 골드 획득
Achievement:name:PlayTimes	游玩次数							
Achievement:description:PlayTimes	游玩次数							
Achievement:name:TotalCoin	总计金币							
Achievement:description:TotalCoin	总计金币							
Achievement:name:MaxCoin	单次通关金币							
Achievement:description:MaxCoin	单次通关金币							
Achievement:name:MaxRoundCoin	单轮金币							
Achievement:description:MaxRoundCoin	单轮金币							
Achievement:name:ProductCounter	生产计数							
Achievement:description:ProductCounter	生产计数							
Artifact:name:Shopaholic	购物狂	Shopaholic	Kaufsüchtig	購物狂	ショッピング狂	Adicto a las compras	Шопоголик	쇼핑 광풍
Artifact:description:Shopaholic	每1个空的货架使被购买的商品价格+1<CoinIcon>	For every empty shelf space increase the price of all products by 1 <CoinIcon>.	Jedes leere Regal erhöht den Preis des Produkts um 1<CoinIcon>.	每1個空的貨架使被購買的商品價格+1<CoinIcon>	各空の棚が購入された商品の価格を+1<CoinIcon>上げます	Cada estante vacío aumenta el precio del producto en 1<CoinIcon>.	Каждая пустая полка увеличивает цену товара на 1<CoinIcon>.	빈 선반 하나당 구매한 상품 가격 +1<CoinIcon>
Artifact:name:Holiday	带薪假期	Paid Vacation	Bezahlter Urlaub	帶薪假期	有給休暇	Vacaciones pagadas	Оплачиваемый отпуск	유급 휴가
Artifact:description:Holiday	每1个空的人物空位就给予1<CoinIcon>	Every empty character slot gives 1 <CoinIcon>	Jeder leere Charakterplatz gibt 1<CoinIcon>.	每1個空的人物空位就給予1<CoinIcon>	各空のキャラクタースロットに1<CoinIcon>を付与します	Cada espacio de personaje vacío otorga 1<CoinIcon>.	Каждый пустой слот персонажа дает 1<CoinIcon>.	빈 인물 자리 하나당 1<CoinIcon> 제공
Artifact:name:ShoppingCart	购物车	Shopping Cart	Einkaufswagen	購物車	ショッピングカート	Carrito de compras	Тележка для покупок	쇼핑 카트
Artifact:description:ShoppingCart	使用后下列商品<tomato><orange><fish><cookedfood><cake><candy><egg><milk><wine>的产量+1，持续3回合	The production of the following items will increase by 1 for 3 rounds: <tomato><orange><fish><cookedfood><cake><candy><egg><milk><wine>	Nach der Nutzung wird die Produktion der folgenden Artikel für 3 Runden um 1 erhöht: <tomato><orange><fish><cookedfood><cake><candy><egg><milk><wine>.	使用後下列商品<tomato><orange><fish><cookedfood><cake><candy><egg><milk><wine>的產量+1，持續3回合	使用後、以下の商品<tomato><orange><fish><cookedfood><cake><candy><egg><milk><wine>の生産量+1、3ターン続く	Después de usarlo, la producción de los siguientes artículos aumentará en 1 durante 3 rondas: <tomato><orange><fish><cookedfood><cake><candy><egg><milk><wine>.	После использования производство следующих товаров увеличится на 1 в течение 3 раундов: <tomato><orange><fish><cookedfood><cake><candy><egg><milk><wine>.	사용 후 다음 상품 <tomato><orange><fish><cookedfood><cake><candy><egg><milk><wine>의 생산량 +1, 3턴 동안 지속
Artifact:name:TreasureChest	百宝箱	Treasure Chest	Schatztruhe	百寶箱	宝箱	Cofre del tesoro	Сундук с сокровищами	보물상자
Artifact:description:TreasureChest	使用后下列商品<weapon><chest><ring><battery><magicring><gun><gem><diamond>的产量+1，持续3回合	Production of the following items will increase by 1 for 3 rounds: <weapon><chest><ring><battery><magicring><gun><gem><diamond>	Nach der Nutzung wird die Produktion der folgenden Artikel für 3 Runden um 1 erhöht: <weapon><chest><ring><battery><magicring><gun><gem><diamond>.	使用後下列商品<weapon><chest><ring><battery><magicring><gun><gem><diamond>的產量+1，持續3回合	使用後、以下の商品<weapon><chest><ring><battery><magicring><gun><gem><diamond>の生産量+1、3ターン続く	Después de usarlo, la producción de los siguientes artículos aumentará en 1 durante 3 rondas: <weapon><chest><ring><battery><magicring><gun><gem><diamond>.	После использования производство следующих товаров увеличится на 1 в течение 3 раундов: <weapon><chest><ring><battery><magicring><gun><gem><diamond>.	사용 후 다음 상품 <weapon><chest><ring><battery><magicring><gun><gem><diamond>의 생산량 +1, 3턴 동안 지속
Artifact:name:Matches	火柴	Matches	Streichhölzer	火柴	マッチ	Fósforos	Спички	성냥
Artifact:description:Matches	使用后获得5个<refresh>	Get 5 more <refresh> 	Erhalte 5<refresh> nach der Nutzung.	使用後獲得5個<refresh>	使用後、5つの<refresh>を獲得	Gana 5<refresh> después de usarlo.	Получите 5<refresh> после использования.	사용 후 5개의 <refresh> 획득
Artifact:name:RedCross	红叉	Red Cross	Rotes Kreuz	紅叉	赤いフォーク	Cruz Roja	Красный крест	빨간 십자가
Artifact:description:RedCross	使用后获得3个<removed>	Get 3 more <removed>	Erhalte 3<removed> nach der Nutzung.	使用後獲得3個<removed>	使用後、3つの<removed>を獲得	Gana 3<removed> después de usarlo.	Получите 3<removed> после использования.	사용 후 3개의 <removed> 획득
Artifact:name:CarvedStone	石头	Stone	Stein	石頭	石	Piedra	Камень	돌
Artifact:description:CarvedStone	使用后获得3个<stone>	Get 3 more <stone>	Erhalte 3<stone> nach der Nutzung.	使用後獲得3個<stone>	使用後、3つの<stone>を獲得	Gana 3<stone> después de usarlo.	Получите 3<stone> после использования.	사용 후 3개의 <stone> 획득
Artifact:name:Decoration	装饰物	Decoration	Dekoration	裝飾物	装飾品	Decoración	Декорация	장식품
Artifact:description:Decoration	<ToyBearPink><ToyBear>获得的<CoinIcon>x2	Double the <CoinIcon> gained from <ToyBearPink><ToyBear>	Verdopple die <CoinIcon> für <ToyBearPink><ToyBear>.	<ToyBearPink><ToyBear>獲得的<CoinIcon>x2	<ToyBearPink><ToyBear>が獲得する<CoinIcon>x2	Duplica el <CoinIcon> ganado por <ToyBearPink><ToyBear>	Удвойте <CoinIcon>, полученные за <ToyBearPink><ToyBear>	<ToyBearPink><ToyBear>가 획득하는<CoinIcon> x2
Artifact:name:HandMidas	迈达斯之手	Midas Touch	Midas' Berührung	邁達斯之手	ミダスの手	Toque de Midas	Прикосновение Мидаса	미다스의 손
Artifact:description:HandMidas	随机消费1个货架上的商品，并获得2倍价格的<CoinIcon>	Randomly purchase one item on the shelf and gain double its <CoinIcon> value.	Kaufe zufällig einen Artikel auf einem Regal und erhalte doppelte <CoinIcon>.	隨機消費1個貨架上的商品，並獲得2倍價格的<CoinIcon>	ランダムに棚の商品を1つ消費し、その2倍の価格の<CoinIcon>を獲得	Compra al azar un artículo en un estante y gana el doble de <CoinIcon>.	Случайно купите один товар на полке и получите в два раза больше <CoinIcon>.	임의의 선반 상품 하나를 소비하고, 그 가격의 2배에 해당하는<CoinIcon> 획득
Artifact:name:CopyMachine	物质复制器	Material Duplicator	Material-Duplikator	物質複製器	物質複製器	Duplicador de Materiales	Дубликатор материалов	물질 복사기
Artifact:description:CopyMachine	随机复制一个货架上的商品	Randomly duplicate a product on the shelf.	Dupliziere zufällig ein Produkt auf dem Regal.	隨機複製一個貨架上的商品	ランダムに棚の商品を1つ複製	Duplica al azar un producto en el estante.	Случайно дублируйте товар на полке.	임의로 선반 위의 상품 하나를 복사
Artifact:name:ConvertMachine	物质合成器	Material Synthesizer	Material-Synthesizer	物質合成器	物質合成器	Sintetizador de Materiales	Синтезатор материалов	물질 합성기
Artifact:description:ConvertMachine	移除随机1个<tomato><orange><fish><rock><cookedfood><cake><candy><egg><milk><wine>生成随机1个<poison><weapon><chest><ring><battery><magicring><gun><gem><diamond>	Remove one <tomato><orange><fish><rock><cookedfood><cake><candy><egg><milk><wine> and generate one <poison><weapon><chest><ring><battery><magicring><gun><gem><diamond>.	Entferne ein <tomato><orange><fish><rock><cookedfood><cake><candy><egg><milk><wine> und erzeuge ein <poison><weapon><chest><ring><battery><magicring><gun><gem><diamond>.	移除隨機1個<tomato><orange><fish><rock><cookedfood><cake><candy><egg><milk><wine>生成隨機1個<poison><weapon><chest><ring><battery><magicring><gun><gem><diamond>	ランダムに1つの<tomato><orange><fish><rock><cookedfood><cake><candy><egg><milk><wine>を削除し、ランダムに1つの<poison><weapon><chest><ring><battery><magicring><gun><gem><diamond>を生成	Elimina un <tomato><orange><fish><rock><cookedfood><cake><candy><egg><milk><wine> y genera un<poison><weapon><chest><ring><battery><magicring><gun><gem><diamond>.	удалите один <tomato><orange><fish><rock><cookedfood><cake><candy><egg><milk><wine> и сгенерируйте один<poison><weapon><chest><ring><battery><magicring><gun><gem><diamond>.	임의의 <tomato><orange><fish><rock><cookedfood><cake><candy><egg><milk><wine> 하나를 제거하고 임의의 <poison><weapon><chest><ring><battery><magicring><gun><gem><diamond> 하나를 생성
Artifact:name:FarmTools	农场主	Farmer	Bauer	農場主	農場主	Granjero	Фермер	농장 주인
Artifact:description:FarmTools	<CitizenFarm>还可使同组<PlantTomato><PlantOrange><AnimalMilkCow><AnimalRooster>的产品价格+2<CoinIcon>	<CitizenFarm> can increase the price of products from <PlantTomato><PlantOrange><AnimalMilkCow><AnimalRooster> by 2 <CoinIcon>.	<CitizenFarm> kann auch den Preis von Produkten aus <PlantTomato><PlantOrange><AnimalMilkCow><AnimalRooster> um 2<CoinIcon> erhöhen.	<CitizenFarm>還可使同組<PlantTomato><PlantOrange><AnimalMilkCow><AnimalRooster>的產品價格+2<CoinIcon>	<CitizenFarm>は同じグループの<PlantTomato><PlantOrange><AnimalMilkCow><AnimalRooster>の商品価格を+2<CoinIcon>上げることもできます	<CitizenFarm> también puede aumentar el precio de los productos de <PlantTomato><PlantOrange><AnimalMilkCow><AnimalRooster> en 2<CoinIcon>.	<CitizenFarm> также может увеличить цену продуктов от <PlantTomato><PlantOrange><AnimalMilkCow><AnimalRooster> на 2<CoinIcon>.	<CitizenFarm>은 같은 그룹의 <PlantTomato><PlantOrange><AnimalMilkCow><AnimalRooster> 제품 가격을 +2<CoinIcon> 만큼 올림
Artifact:name:Farm	农场	Farm	Farm	農場	農場	Granja	Ферма	농장
Artifact:description:Farm	每回合随机生产2个<tomato><orange>	Randomly produce 2 <tomato><orange> each round.	Produziere zufällig 2 <tomato><orange> pro Runde.	每回合隨機生產2個<tomato><orange>	各ターンでランダムに2つの<tomato><orange>を生産	Produce al azar 2 <tomato><orange> cada ronda.	Случайно производит 2 <tomato><orange> каждый раунд.	매 턴마다 임의로 2개의 <tomato><orange>를 생성
Artifact:name:Mine	矿场	Mine	Mine	礦場	鉱山	Mina	Шахта	광산
Artifact:description:Mine	每回合生产1个<rock>，每有1个<CitizenMiner><PrincessDwarf>就多生产1个<rock>	Produce 1 <rock> each round, and produce an additional <rock> for every <CitizenMiner><PrincessDwarf>.	Produziere 1<rock> pro Runde und produziere einen zusätzlichen <rock> für jeden <CitizenMiner><PrincessDwarf>.	每回合生產1個<rock>，每有1個<CitizenMiner><PrincessDwarf>就多生產1個<rock>	各ターンで1つの<rock>を生産し、各<CitizenMiner><PrincessDwarf>につき1つの<rock>を追加生産	Produce 1<rock> cada ronda, y produce una <rock> adicional por cada <CitizenMiner><PrincessDwarf>.	Производит 1<rock> каждый раунд, и производит дополнительный <rock> для каждого <CitizenMiner><PrincessDwarf>.	매 턴마다 1개의 <rock>을 생산하고, <CitizenMiner><PrincessDwarf>가 있을 때마다 추가로 1개의 <rock>을 생산
Artifact:name:PoliceStation	警察局	Police Station	Polizeistation	警察局	警察署	Estación de policía	Полицейский участок	경찰서
